(Declared Winner)","NO
(Declared Loser)",UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,Over Votes,Under Votes,Total,"Error Bound (up) - 
Max. possible relative overstatement for
NO (Loser)",Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Error Bound (up) - UNDEFINED,Max Error Bound (up),up/U Selection Probability,Running (cumulative) sum,Selection Range,Lower Range,Span,Upper Range,"Selection - 
Batch picked for audit",Times p Drawn - With Replacement
Batch by Type (p),Winning Candidate,Losing Candidate,Candidate 3,Candidate 4,Candidate 5,Candidate 6,Candidate 7,Candidate 8,Candidate 9,Candidate 10,Candidate 11,Candidate 12,Over Votes,Under Votes,Total,Error Bound (up) - Max. possible relative overstatement - Losing Candidate,Error Bound (up) - Max. possible relative overstatement - Candidate 3,Error Bound (up) - Max. possible relative overstatement - Candidate 4,Error Bound (up) - Max. possible relative overstatement - Candidate 5,Error Bound (up) - Max. possible relative overstatement - Candidate 6,Error Bound (up) - Max. possible relative overstatement - Candidate 7,Error Bound (up) - Max. possible relative overstatement - Candidate 8,Error Bound (up) - Max. possible relative overstatement - Candidate 9,Error Bound (up) - Max. possible relative overstatement - Candidate 10,Error Bound (up) - Max. possible relative overstatement - Candidate 11,Error Bound (up) - Max. possible relative overstatement - Candidate 12,Max Error Bound (up),up/U Selection Probability,Running (cumulative) sum,Selection Range,Lower Range,Span,Upper Range,Selection - Batch picked for audit,Times p Drawn - With Replacement
6506 DELHI F   (ED),251,258,,,,,,,,,,,1,7,517,0.005905785,0,0,0,0,0,0,0,0,0,0,0.005905785,0.001359612, 0.80 ,79807 - 79942,79806.56186,134.9612057,79941.52307,,0
6507 DELHI G   (ED),239,397,,,,,,,,,,,0,4,640,0.005581546,0,0,0,0,0,0,0,0,0,0,0.005581546,0.001284967, 0.80 ,79943 - 80070,79942.52307,127.496669,80070.01974,,0
6508 DELHI H   (ED),303,385,,,,,,,,,,,0,1,689,0.007029043,0,0,0,0,0,0,0,0,0,0,0.007029043,0.001618205, 0.80 ,80071 - 80232,80071.01974,160.8204939,80231.84023,,0
6509 DELHI I   (ED),137,166,,,,,,,,,,,0,4,307,0.003219232,0,0,0,0,0,0,0,0,0,0,0.003219232,0.000741122, 0.80 ,80233 - 80306,80232.84023,73.11218666,80305.95242,,0
6510 DELHI J   (ED),297,300,,,,,,,,,,,0,6,603,0.006947983,0,0,0,0,0,0,0,0,0,0,0.006947983,0.001599544, 0.80 ,80307 - 80466,80306.95242,158.9543597,80465.90678,,0
6511 DELHI K   (ED),208,241,,,,,,,,,,,0,6,455,0.004886748,0,0,0,0,0,0,0,0,0,0,0.004886748,0.001125012, 0.81 ,80467 - 80578,80466.90678,111.501233,80578.40801,,0
6512 DELHI L   (ED),254,326,,,,,,,,,,,0,3,583,0.005917365,0,0,0,0,0,0,0,0,0,0,0.005917365,0.001362278, 0.81 ,80579 - 80715,80579.40801,135.2277963,80714.63581,,0
6513 DELHI M   (ED),209,240,,,,,,,,,,,0,5,454,0.004898328,0,0,0,0,0,0,0,0,0,0,0.004898328,0.001127678, 0.81 ,80716 - 80827,80715.63581,111.7678236,80827.40363,,0
6514 DELHI N   (ED),143,105,,,,,,,,,,,0,4,252,0.003358192,0,0,0,0,0,0,0,0,0,0,0.003358192,0.000773113, 0.81 ,80828 - 80905,80828.40363,76.31127385,80904.7149,,0
6515 DELHI O   (ED),287,345,,,,,,,,,,,0,4,636,0.006693223,0,0,0,0,0,0,0,0,0,0,0.006693223,0.001540894, 0.81 ,80906 - 81059,80905.7149,153.0893665,81058.80427,,0
6516 DELHI P   (ED),220,301,,,,,,,,,,,0,8,529,0.005187827,0,0,0,0,0,0,0,0,0,0,0.005187827,0.001194326, 0.81 ,81060 - 81178,81059.80427,118.4325886,81178.23686,,0
6517 DELHI Q   (ED),225,426,,,,,,,,,,,0,11,662,0.005338367,0,0,0,0,0,0,0,0,0,0,0.005338367,0.001228983, 0.81 ,81179 - 81301,81179.23686,121.8982664,81301.13512,,0
6518 DELHI R   (ED),130,186,,,,,,,,,,,0,1,317,0.003022373,0,0,0,0,0,0,0,0,0,0,0.003022373,0.000695801, 0.81 ,81302 - 81371,81302.13512,68.58014646,81370.71527,,0
6519 DELHI S   (ED),222,291,,,,,,,,,,,0,4,517,0.005187827,0,0,0,0,0,0,0,0,0,0,0.005187827,0.001194326, 0.81 ,81372 - 81490,81371.71527,118.4325886,81490.14786,,0
6701 ELMW A   (ED),138,102,,,,,,,,,,,0,1,241,0.003207652,0,0,0,0,0,0,0,0,0,0,0.003207652,0.000738456, 0.82 ,81491 - 81564,81491.14786,72.84559606,81563.99346,,0
6801 EVEN A   (ED),354,290,,,,,,,,,,,0,8,652,0.008291259,0,0,0,0,0,0,0,0,0,0,0.008291259,0.001908789, 0.82 ,81565 - 81755,81564.99346,189.8788692,81754.87232,,0
6802 EVEN B   (ED),229,285,,,,,,,,,,,0,3,517,0.005338367,0,0,0,0,0,0,0,0,0,0,0.005338367,0.001228983, 0.82 ,81756 - 81878,81755.87232,121.8982664,81877.77059,,0
6803 EVEN C   (ED),97,32,,,,,,,,,,,0,0,129,0.002246514,0,0,0,0,0,0,0,0,0,0,0.002246514,0.000517186, 0.82 ,81879 - 81929,81878.77059,50.7185763,81929.48917,,0
6901 FAIRFX A   (ED),433,213,,,,,,,,,,,1,12,659,0.010178795,0,0,0,0,0,0,0,0,0,0,0.010178795,0.002343331, 0.82 ,81930 - 82164,81930.48917,233.3331369,82163.8223,,0
7001 GLEN A   (ED),296,226,,,,,,,,,,,0,8,530,0.006947983,0,0,0,0,0,0,0,0,0,0,0.006947983,0.001599544, 0.82 ,82165 - 82324,82164.8223,158.9543597,82323.77666,2,1
7002 GLEN B   (ED),363,214,,,,,,,,,,,0,8,585,0.008499699,0,0,0,0,0,0,0,0,0,0,0.008499699,0.001956775, 0.83 ,82325 - 82519,82324.77666,194.6775,82519.45416,,0
7101 GOLF A   (ED),322,114,,,,,,,,,,,0,14,450,0.007619621,0,0,0,0,0,0,0,0,0,0,0.007619621,0.001754166, 0.83 ,82520 - 82695,82520.45416,174.4166145,82694.87078,,0
7102 GOLF B   (ED),311,59,,,,,,,,,,,0,9,379,0.007306962,0,0,0,0,0,0,0,0,0,0,0.007306962,0.001682187, 0.83 ,82696 - 82863,82695.87078,167.2186683,82863.08945,,0
7301 GREEN A   (ED),228,302,,,,,,,,,,,0,6,536,0.005349947,0,0,0,0,0,0,0,0,0,0,0.005349947,0.001231649, 0.83 ,82864 - 82986,82864.08945,122.164857,82986.2543,,0
7302 GREEN B   (ED),293,286,,,,,,,,,,,1,4,584,0.006843763,0,0,0,0,0,0,0,0,0,0,0.006843763,0.00157555, 0.83 ,82987 - 83144,82987.2543,156.5550443,83143.80935,,0
7303 GREEN C   (ED),193,189,,,,,,,,,,,1,1,384,0.004493029,0,0,0,0,0,0,0,0,0,0,0.004493029,0.001034372, 0.83 ,83145 - 83247,83144.80935,102.4371526,83247.2465,,0
7304 GREEN D   (ED),257,323,,,,,,,,,,,0,8,588,0.006044745,0,0,0,0,0,0,0,0,0,0,0.006044745,0.001391603, 0.83 ,83248 - 83386,83248.2465,138.1602929,83386.40679,,0
7305 GREEN E   (ED),250,394,,,,,,,,,,,0,5,649,0.005847885,0,0,0,0,0,0,0,0,0,0,0.005847885,0.001346283, 0.84 ,83387 - 83521,83387.40679,133.6282527,83521.03505,,0
7306 GREEN F   (ED),225,271,,,,,,,,,,,0,2,498,0.005234147,0,0,0,0,0,0,0,0,0,0,0.005234147,0.00120499, 0.84 ,83522 - 83642,83522.03505,119.498951,83641.534,,0
7307 GREEN G   (ED),144,324,,,,,,,,,,,0,3,471,0.003369772,0,0,0,0,0,0,0,0,0,0,0.003369772,0.000775779, 0.84 ,83643 - 83719,83642.534,76.57786445,83719.11186,,0
7308 GREEN H   (ED),213,131,,,,,,,,,,,0,3,347,0.004967808,0,0,0,0,0,0,0,0,0,0,0.004967808,0.001143674, 0.84 ,83720 - 83833,83720.11186,113.3673672,83833.47923,,0
7309 GREEN I   (ED),221,202,,,,,,,,,,,0,5,428,0.005176247,0,0,0,0,0,0,0,0,0,0,0.005176247,0.00119166, 0.84 ,83834 - 83953,83834.47923,118.165998,83952.64523,,0
7310 GREEN J   (ED),186,292,,,,,,,,,,,0,4,482,0.004354069,0,0,0,0,0,0,0,0,0,0,0.004354069,0.001002381, 0.84 ,83954 - 84053,83953.64523,99.23806541,84052.88329,,0
7311 GREEN K   (ED),224,386,,,,,,,,,,,0,4,614,0.005234147,0,0,0,0,0,0,0,0,0,0,0.005234147,0.00120499, 0.84 ,84054 - 84173,84053.88329,119.498951,84173.38224,,0
7312 GREEN L   (ED),282,362,,,,,,,,,,,0,4,648,0.006577424,0,0,0,0,0,0,0,0,0,0,0.006577424,0.001514235, 0.84 ,84174 - 84325,84174.38224,150.4234605,84324.8057,,0
7313 GREEN M   (ED),131,242,,,,,,,,,,,0,6,379,0.003103432,0,0,0,0,0,0,0,0,0,0,0.003103432,0.000714463, 0.84 ,84326 - 84396,84325.8057,70.44628066,84396.25198,,0
7314 GREEN N   (ED),295,237,,,,,,,,,,,0,5,537,0.006890083,0,0,0,0,0,0,0,0,0,0,0.006890083,0.001586214, 0.85 ,84397 - 84555,84397.25198,157.6214067,84554.87339,,0
7315 GREEN O   (ED),301,272,,,,,,,,,,,0,2,575,0.006994303,0,0,0,0,0,0,0,0,0,0,0.006994303,0.001610207, 0.85 ,84556 - 84716,84555.87339,160.0207221,84715.89411,,0
7316 GREEN P   (ED),172,358,,,,,,,,,,,0,0,530,0.00398351,0,0,0,0,0,0,0,0,0,0,0.00398351,0.000917072, 0.85 ,84717 - 84808,84716.89411,90.70716622,84807.60128,,0
7317 GREEN Q   (ED),206,400,,,,,,,,,,,0,8,614,0.004863588,0,0,0,0,0,0,0,0,0,0,0.004863588,0.001119681, 0.85 ,84809 - 84920,84808.60128,110.9680518,84919.56933,,0
7318 GREEN R   (ED),120,243,,,,,,,,,,,1,4,368,0.002837093,0,0,0,0,0,0,0,0,0,0,0.002837093,0.000653147, 0.85 ,84921 - 84985,84920.56933,64.31469687,84984.88403,,0
7319 GREEN S   (ED),278,214,,,,,,,,,,,0,3,495,0.006473204,0,0,0,0,0,0,0,0,0,0,0.006473204,0.001490241, 0.85 ,84986 - 85134,84985.88403,148.0241451,85133.90817,,0
7320 GREEN T   (ED),124,99,,,,,,,,,,,0,5,228,0.002929733,0,0,0,0,0,0,0,0,0,0,0.002929733,0.000674474, 0.85 ,85135 - 85201,85134.90817,66.44742167,85201.35559,,0
7321 GREEN U   (ED),153,194,,,,,,,,,,,0,3,350,0.003578211,0,0,0,0,0,0,0,0,0,0,0.003578211,0.000823765, 0.85 ,85202 - 85284,85202.35559,81.37649524,85283.73209,,0
7322 GREEN V   (ED),204,280,,,,,,,,,,,1,5,490,0.004794108,0,0,0,0,0,0,0,0,0,0,0.004794108,0.001103685, 0.85 ,85285 - 85394,85284.73209,109.3685082,85394.1006,,0
7323 GREEN W   (ED),233,520,,,,,,,,,,,0,7,760,0.005477326,0,0,0,0,0,0,0,0,0,0,0.005477326,0.001260974, 0.86 ,85395 - 85520,85395.1006,125.0973536,85520.19795,,0
7324 GREEN X   (ED),269,374,,,,,,,,,,,0,8,651,0.006322664,0,0,0,0,0,0,0,0,0,0,0.006322664,0.001455585, 0.86 ,85521 - 85666,85521.19795,144.5584673,85665.75642,,0
7325 GREEN Y   (ED),205,290,,,,,,,,,,,0,5,500,0.004805688,0,0,0,0,0,0,0,0,0,0,0.004805688,0.001106351, 0.86 ,85667 - 85776,85666.75642,109.6350988,85776.39152,,0
7326 GREEN Z   (ED),283,348,,,,,,,,,,,0,8,639,0.006646904,0,0,0,0,0,0,0,0,0,0,0.006646904,0.00153023, 0.86 ,85777 - 85929,85777.39152,152.0230041,85929.41452,,0
7327 GREEN AA   (ED),179,328,,,,,,,,,,,0,1,508,0.00415721,0,0,0,0,0,0,0,0,0,0,0.00415721,0.00095706, 0.86 ,85930 - 86025,85930.41452,94.70602521,86025.12055,,0
7328 GREEN BB   (ED),157,263,,,,,,,,,,,1,6,427,0.003717171,0,0,0,0,0,0,0,0,0,0,0.003717171,0.000855756, 0.86 ,86026 - 86111,86026.12055,84.57558243,86110.69613,,0
7329 GREEN CC   (ED),198,218,,,,,,,,,,,2,4,422,0.004655148,0,0,0,0,0,0,0,0,0,0,0.004655148,0.001071694, 0.86 ,86112 - 86218,86111.69613,106.169421,86217.86555,,0
7330 GREEN DD   (ED),140,230,,,,,,,,,,,0,3,373,0.003277132,0,0,0,0,0,0,0,0,0,0,0.003277132,0.000754451, 0.86 ,86219 - 86293,86218.86555,74.44513965,86293.31069,,0
7331 GREEN EE   (ED),237,213,,,,,,,,,,,0,2,452,0.005512066,0,0,0,0,0,0,0,0,0,0,0.005512066,0.001268971, 0.86 ,86294 - 86420,86294.31069,125.8971254,86420.20782,,0
7332 GREEN FF   (ED),194,256,,,,,,,,,,,0,5,455,0.004550929,0,0,0,0,0,0,0,0,0,0,0.004550929,0.001047701, 0.87 ,86421 - 86525,86421.20782,103.7701056,86524.97792,,0
7333 GREEN GG   (ED),241,380,,,,,,,,,,,0,6,627,0.005651026,0,0,0,0,0,0,0,0,0,0,0.005651026,0.001300962, 0.87 ,86526 - 86655,86525.97792,129.0962125,86655.07413,,0
7334 GREEN HH   (ED),232,286,,,,,,,,,,,0,7,525,0.005454166,0,0,0,0,0,0,0,0,0,0,0.005454166,0.001255642, 0.87 ,86656 - 86781,86656.07413,124.5641724,86780.63831,,0
7335 GREEN II   (ED),171,100,,,,,,,,,,,0,1,272,0.00397193,0,0,0,0,0,0,0,0,0,0,0.00397193,0.000914406, 0.87 ,86782 - 86872,86781.63831,90.44057562,86872.07888,,0
7336 GREEN JJ   (ED),247,280,,,,,,,,,,,0,4,531,0.005766826,0,0,0,0,0,0,0,0,0,0,0.005766826,0.001327621, 0.87 ,86873 - 87005,86873.07888,131.7621185,87004.841,,0
7337 GREEN KK   (ED),231,344,,,,,,,,,,,0,5,580,0.005407847,0,0,0,0,0,0,0,0,0,0,0.005407847,0.001244978, 0.87 ,87006 - 87129,87005.841,123.49781,87129.33881,,0
7338 GREEN LL   (ED),195,308,,,,,,,,,,,0,4,507,0.004562509,0,0,0,0,0,0,0,0,0,0,0.004562509,0.001050367, 0.87 ,87130 - 87234,87130.33881,104.0366962,87234.37551,,0
7339 GREEN MM   (ED),134,253,,,,,,,,,,,0,4,391,0.003149752,0,0,0,0,0,0,0,0,0,0,0.003149752,0.000725126, 0.87 ,87235 - 87307,87235.37551,71.51264306,87306.88815,,0
7340 GREEN NN   (ED),129,216,,,,,,,,,,,0,8,353,0.003080272,0,0,0,0,0,0,0,0,0,0,0.003080272,0.000709131, 0.87 ,87308 - 87378,87307.88815,69.91309946,87377.80125,,0
7341 GREEN OO   (ED),129,175,,,,,,,,,,,0,3,307,0.003022373,0,0,0,0,0,0,0,0,0,0,0.003022373,0.000695801, 0.87 ,87379 - 87447,87378.80125,68.58014646,87447.3814,,0
7342 GREEN PP   (ED),281,373,,,,,,,,,,,0,7,661,0.006589004,0,0,0,0,0,0,0,0,0,0,0.006589004,0.001516901, 0.88 ,87448 - 87599,87448.3814,150.6900511,87599.07145,,0
7343 GREEN QQ   (ED),219,418,,,,,,,,,,,0,7,644,0.005153087,0,0,0,0,0,0,0,0,0,0,0.005153087,0.001186328, 0.88 ,87600 - 87718,87600.07145,117.6328168,87717.70426,,0
7401 GR HL A   (ED),134,90,,,,,,,,,,,0,4,228,0.003149752,0,0,0,0,0,0,0,0,0,0,0.003149752,0.000725126, 0.88 ,87719 - 87790,87718.70426,71.51264306,87790.21691,,0
7402 GR HL B   (ED),304,237,,,,,,,,,,,0,3,544,0.007075362,0,0,0,0,0,0,0,0,0,0,0.007075362,0.001628869, 0.88 ,87791 - 87953,87791.21691,161.8868563,87953.10376,,0
7403 GR HL C   (ED),265,197,,,,,,,,,,,0,0,462,0.006137385,0,0,0,0,0,0,0,0,0,0,0.006137385,0.00141293, 0.88 ,87954 - 88094,87954.10376,140.2930177,88094.39678,,0
7601 HARR AA   (ED),123,260,,,,,,,,,,,0,4,387,0.002894993,0,0,0,0,0,0,0,0,0,0,0.002894993,0.000666476, 0.88 ,88095 - 88161,88095.39678,65.64764987,88161.04443,,0
7602 HARR BB   (ED),200,443,,,,,,,,,,,1,6,650,0.004713048,0,0,0,0,0,0,0,0,0,0,0.004713048,0.001085024, 0.88 ,88162 - 88270,88162.04443,107.502374,88269.5468,,0
7603 HARR CC   (ED),132,149,,,,,,,,,,,0,5,286,0.003115012,0,0,0,0,0,0,0,0,0,0,0.003115012,0.000717129, 0.88 ,88271 - 88341,88270.5468,70.71287126,88341.25968,,0
7701 LIN HT A   (ED),316,38,,,,,,,,,,,0,6,360,0.007388022,0,0,0,0,0,0,0,0,0,0,0.007388022,0.001700848, 0.89 ,88342 - 88511,88342.25968,169.0848025,88511.34448,,0
7702 LIN HT B   (ED),146,28,,,,,,,,,,,0,5,179,0.003439251,0,0,0,0,0,0,0,0,0,0,0.003439251,0.000791774, 0.89 ,88512 - 88591,88512.34448,78.17740805,88590.52189,,0
7901 LOCK A   (ED),148,103,,,,,,,,,,,0,4,255,0.003473991,0,0,0,0,0,0,0,0,0,0,0.003473991,0.000799772, 0.89 ,88592 - 88670,88591.52189,78.97717984,88670.49907,,0
7902 LOCK B   (ED),216,116,,,,,,,,,,,0,3,335,0.005037288,0,0,0,0,0,0,0,0,0,0,0.005037288,0.001159669, 0.89 ,88671 - 88786,88671.49907,114.9669108,88786.46598,,0
8001 MARMT A   (ED),487,202,,,,,,,,,,,0,6,695,0.011348372,0,0,0,0,0,0,0,0,0,0,0.011348372,0.002612588, 0.89 ,88787 - 89048,88787.46598,260.2587875,89047.72476,,0
8002 MARMT B   (ED),485,171,,,,,,,,,,,0,5,661,0.011290472,0,0,0,0,0,0,0,0,0,0,0.011290472,0.002599258, 0.89 ,89049 - 89308,89048.72476,258.9258345,89307.6506,,0
8211 ADDY A   (ED),81,84,,,,,,,,,,,0,3,168,0.001910695,0,0,0,0,0,0,0,0,0,0,0.001910695,0.000439874, 0.89 ,89309 - 89352,89308.6506,42.98744891,89351.63805,,0
8221 CLEVE A   (ED),173,152,,,,,,,,,,,0,0,325,0.00400667,0,0,0,0,0,0,0,0,0,0,0.00400667,0.000922403, 0.89 ,89353 - 89444,89352.63805,91.24034742,89443.87839,,0
8222 CLEVE B   (ED),282,433,,,,,,,,,,,0,9,724,0.006635324,0,0,0,0,0,0,0,0,0,0,0.006635324,0.001527564, 0.90 ,89445 - 89597,89444.87839,151.7564135,89596.63481,,0
8231 NO BEND A   (ED),128,294,,,,,,,,,,,0,5,427,0.003022373,0,0,0,0,0,0,0,0,0,0,0.003022373,0.000695801, 0.90 ,89598 - 89666,89597.63481,68.58014646,89666.21495,,0
8301 MIAMI A   (ED),246,425,,,,,,,,,,,0,5,676,0.005755246,0,0,0,0,0,0,0,0,0,0,0.005755246,0.001324955, 0.90 ,89667 - 89799,89667.21495,131.4955279,89798.71048,,0
8302 MIAMI B   (ED),219,513,,,,,,,,,,,0,3,735,0.005106767,0,0,0,0,0,0,0,0,0,0,0.005106767,0.001175665, 0.90 ,89800 - 89916,89799.71048,116.5664544,89916.27694,,0
8303 MIAMI C   (ED),178,335,,,,,,,,,,,0,3,516,0.00415721,0,0,0,0,0,0,0,0,0,0,0.00415721,0.00095706, 0.90 ,89917 - 90012,89917.27694,94.70602521,90011.98296,,0
8304 MIAMI D   (ED),216,451,,,,,,,,,,,0,5,672,0.005060447,0,0,0,0,0,0,0,0,0,0,0.005060447,0.001165001, 0.90 ,90013 - 90128,90012.98296,115.500092,90128.48305,,0
8305 MIAMI E   (ED),159,445,,,,,,,,,,,0,5,609,0.003740331,0,0,0,0,0,0,0,0,0,0,0.003740331,0.000861088, 0.90 ,90129 - 90215,90129.48305,85.10876363,90214.59182,,0
8306 MIAMI F   (ED),127,191,,,,,,,,,,,0,1,319,0.002952893,0,0,0,0,0,0,0,0,0,0,0.002952893,0.000679806, 0.90 ,90216 - 90283,90215.59182,66.98060287,90282.57242,,0
8307 MIAMI G   (ED),238,396,,,,,,,,,,,0,8,642,0.005604706,0,0,0,0,0,0,0,0,0,0,0.005604706,0.001290299, 0.90 ,90284 - 90412,90283.57242,128.0298501,90411.60227,,0
8308 MIAMI H   (ED),103,149,,,,,,,,,,,0,2,254,0.002408634,0,0,0,0,0,0,0,0,0,0,0.002408634,0.000554508, 0.90 ,90413 - 90467,90412.60227,54.45084469,90467.05312,,0
8401 NEWT A   (ED),259,173,,,,,,,,,,,0,2,434,0.006021585,0,0,0,0,0,0,0,0,0,0,0.006021585,0.001386271, 0.91 ,90468 - 90606,90468.05312,137.6271117,90605.68023,,0
8402 NEWT B   (ED),286,221,,,,,,,,,,,0,1,508,0.006635324,0,0,0,0,0,0,0,0,0,0,0.006635324,0.001527564, 0.91 ,90607 - 90758,90606.68023,151.7564135,90758.43664,,0
8511 ST BN 1-A   (ED),188,148,,,,,,,,,,,0,8,344,0.004446709,0,0,0,0,0,0,0,0,0,0,0.004446709,0.001023708, 0.91 ,90759 - 90861,90759.43664,101.3707902,90860.80743,,0
8521 ST BN 2-A   (ED),160,114,,,,,,,,,,,0,2,276,0.003728751,0,0,0,0,0,0,0,0,0,0,0.003728751,0.000858422, 0.91 ,90862 - 90947,90861.80743,84.84217303,90946.6496,,0
8531 ST BN 3-A   (ED),181,146,,,,,,,,,,,0,6,333,0.004261429,0,0,0,0,0,0,0,0,0,0,0.004261429,0.000981053, 0.91 ,90948 - 91045,90947.6496,97.10534061,91044.75494,,0
8541 ST BN 4-A   (ED),205,99,,,,,,,,,,,0,7,311,0.004828848,0,0,0,0,0,0,0,0,0,0,0.004828848,0.001111683, 0.91 ,91046 - 91156,91045.75494,110.16828,91155.92322,,0
8601 SILVT A   (ED),337,104,,,,,,,,,,,1,1,443,0.007828061,0,0,0,0,0,0,0,0,0,0,0.007828061,0.001802152, 0.91 ,91157 - 91336,91156.92322,179.2152453,91336.13847,,0
8602 SILVT B   (ED),401,81,,,,,,,,,,,1,4,487,0.009345037,0,0,0,0,0,0,0,0,0,0,0.009345037,0.002151386, 0.92 ,91337 - 91551,91337.13847,214.1386138,91551.27708,8,1
8603 SILVT C   (ED),308,108,,,,,,,,,,,0,2,418,0.007156422,0,0,0,0,0,0,0,0,0,0,0.007156422,0.00164753, 0.92 ,91552 - 91716,91552.27708,163.7529905,91716.03007,,0
8701 SPFLD A   (ED),168,29,,,,,,,,,,,0,4,201,0.00393719,0,0,0,0,0,0,0,0,0,0,0.00393719,0.000906408, 0.92 ,91717 - 91807,91717.03007,89.64080382,91806.67088,,0
8702 SPFLD B   (ED),196,84,,,,,,,,,,,0,7,287,0.004620409,0,0,0,0,0,0,0,0,0,0,0.004620409,0.001063696, 0.92 ,91808 - 91913,91807.67088,105.3696492,91913.04053,,0
8703 SPFLD C   (ED),342,137,,,,,,,,,,,0,4,483,0.00796702,0,0,0,0,0,0,0,0,0,0,0.00796702,0.001834143, 0.92 ,91914 - 92096,91914.04053,182.4143324,92096.45486,,0
8704 SPFLD D   (ED),266,129,,,,,,,,,,,0,3,398,0.006195285,0,0,0,0,0,0,0,0,0,0,0.006195285,0.00142626, 0.92 ,92097 - 92239,92097.45486,141.6259707,92239.08083,,0
8705 SPFLD E   (ED),162,66,,,,,,,,,,,0,4,232,0.003798231,0,0,0,0,0,0,0,0,0,0,0.003798231,0.000874417, 0.92 ,92240 - 92327,92240.08083,86.44171663,92326.52255,,0
8706 SPFLD F   (ED),244,139,,,,,,,,,,,0,3,386,0.005685766,0,0,0,0,0,0,0,0,0,0,0.005685766,0.00130896, 0.92 ,92328 - 92457,92327.52255,129.8959843,92457.41853,,0
8707 SPFLD G   (ED),309,177,,,,,,,,,,,0,5,491,0.007214322,0,0,0,0,0,0,0,0,0,0,0.007214322,0.001660859, 0.93 ,92458 - 92624,92458.41853,165.0859435,92623.50447,,0
8708 SPFLD H   (ED),245,219,,,,,,,,,,,0,2,466,0.005697346,0,0,0,0,0,0,0,0,0,0,0.005697346,0.001311626, 0.93 ,92625 - 92755,92624.50447,130.1625749,92754.66705,,0
8709 SPFLD I   (ED),118,71,,,,,,,,,,,0,1,190,0.002744453,0,0,0,0,0,0,0,0,0,0,0.002744453,0.00063182, 0.93 ,92756 - 92818,92755.66705,62.18197208,92817.84902,,0
8710 SPFLD J   (ED),242,126,,,,,,,,,,,0,3,371,0.005639446,0,0,0,0,0,0,0,0,0,0,0.005639446,0.001298296, 0.93 ,92819 - 92948,92818.84902,128.8296219,92947.67864,,0
8711 SPFLD K   (ED),171,63,,,,,,,,,,,0,3,237,0.00399509,0,0,0,0,0,0,0,0,0,0,0.00399509,0.000919738, 0.93 ,92949 - 93040,92948.67864,90.97375682,93039.6524,,0
8712 SPFLD L   (ED),74,14,,,,,,,,,,,0,3,91,0.001748576,0,0,0,0,0,0,0,0,0,0,0.001748576,0.000402552, 0.93 ,93041 - 93080,93040.6524,39.25518052,93079.90758,,0
8713 SPFLD M   (ED),236,197,,,,,,,,,,,0,5,438,0.005523646,0,0,0,0,0,0,0,0,0,0,0.005523646,0.001271637, 0.93 ,93081 - 93207,93080.90758,126.163716,93207.0713,,0
8714 SPFLD N   (ED),315,172,,,,,,,,,,,0,4,491,0.007341702,0,0,0,0,0,0,0,0,0,0,0.007341702,0.001690184, 0.93 ,93208 - 93376,93208.0713,168.0184401,93376.08974,,0
8715 SPFLD O   (ED),232,69,,,,,,,,,,,0,5,306,0.005431007,0,0,0,0,0,0,0,0,0,0,0.005431007,0.00125031, 0.94 ,93377 - 93501,93377.08974,124.0309912,93501.12073,,0
8716 SPFLD P   (ED),179,94,,,,,,,,,,,0,0,273,0.00414563,0,0,0,0,0,0,0,0,0,0,0.00414563,0.000954394, 0.94 ,93502 - 93597,93502.12073,94.43943461,93596.56016,,0
8717 SPFLD Q   (ED),292,126,,,,,,,,,,,0,4,422,0.006809023,0,0,0,0,0,0,0,0,0,0,0.006809023,0.001567553, 0.94 ,93598 - 93753,93597.56016,155.7552725,93753.31544,,0
8718 SPFLD R   (ED),252,153,,,,,,,,,,,0,5,410,0.005894205,0,0,0,0,0,0,0,0,0,0,0.005894205,0.001356946, 0.94 ,93754 - 93889,93754.31544,134.6946151,93889.01005,,0
8719 SPFLD S   (ED),291,184,,,,,,,,,,,0,4,479,0.006785863,0,0,0,0,0,0,0,0,0,0,0.006785863,0.001562221, 0.94 ,93890 - 94045,93890.01005,155.2220913,94045.23214,,0
8720 SPFLD T   (ED),372,176,,,,,,,,,,,0,2,550,0.008638659,0,0,0,0,0,0,0,0,0,0,0.008638659,0.001988766, 0.94 ,94046 - 94244,94046.23214,197.8765872,94244.10873,,0
8721 SPFLD U   (ED),432,228,,,,,,,,,,,0,5,665,0.010062995,0,0,0,0,0,0,0,0,0,0,0.010062995,0.002316672, 0.94 ,94245 - 94476,94245.10873,230.667231,94475.77596,,0
8722 SPFLD V   (ED),317,228,,,,,,,,,,,0,4,549,0.007388022,0,0,0,0,0,0,0,0,0,0,0.007388022,0.001700848, 0.95 ,94477 - 94646,94476.77596,169.0848025,94645.86076,,0
